final_balance,return_pct,sharpe,max_drawdown,var95,cvar95,slippage,spread,fee,fill_delay
43368.68810677454,-56.63131189322546,-9.629319271064078,0.5663131189322546,-0.033257725202098944,-0.03327643392462715,0.0005206235760709258,0.0,0.0007613658891692933,3
47739.89272245276,-52.26010727754724,-11.075003411649552,0.5226010727754724,-0.025061965993108438,-0.025087850621787273,0.0003455975425032201,0.0,0.0006051348408037632,2
46208.75349515319,-53.79124650484681,-9.86196517744919,0.5379124650484681,-0.03051092985831899,-0.030551727582730004,0.0006356382859856464,0.0,0.0005938679721064937,3
26058.77282085609,-73.94122717914391,-14.542218139488206,0.7394122717914391,-0.03308387629612182,-0.033100184725901705,0.0006237685254976276,0.0,0.0006867440816175194,0
17782.919664972673,-82.21708033502733,-15.686224497725117,0.8221708033502734,-0.03926837383656638,-0.03930714891579323,0.0004452972498097292,0.0,0.0010118240626149967,0
25072.93236920199,-74.92706763079802,-11.78590751119725,0.74927067630798,-0.043150983295745814,-0.04318086437111207,0.001009506743860869,0.0,0.0007647020688259475,2
15665.05117855782,-84.33494882144218,-14.616984901504585,0.8433494882144217,-0.044710269633268476,-0.04473388730253961,0.0007145757872774102,0.0,0.0010135807682369814,0
33793.86251350829,-66.20613748649171,-12.036590037977593,0.662061374864917,-0.03521255731368309,-0.035252973092803175,0.0005909015264943338,0.0,0.0007803336719174111,2
27755.5470926574,-72.2444529073426,-15.60495969621,0.7224445290734259,-0.031712380523471806,-0.031723810287089926,0.0004567898280875292,0.0,0.000752681171706292,1
47332.69552519022,-52.66730447480978,-9.785676357316357,0.5266730447480978,-0.03270867402375931,-0.03273811830636947,0.0006085339095929271,0.0,0.0006855976997201163,3
44239.797625698026,-55.76020237430197,-15.307243366931914,0.5576020237430197,-0.019685104645896047,-0.019691180079427533,0.0003768700887423509,0.0,0.0004044778534617143,1
17163.123604820892,-82.8368763951791,-15.452120932610747,0.828368763951791,-0.04172089137133256,-0.04173902567325024,0.0005423943240862974,0.0,0.0010289780244494553,1
38305.14775854403,-61.69485224145597,-11.295997631915792,0.6169485224145597,-0.0334905777063079,-0.033529004153142916,0.0006893866438425404,0.0,0.0006576869647897295,2
54967.21748305849,-45.0327825169415,-9.387532222331066,0.4503278251694151,-0.02446645394534358,-0.02450116044540483,2.2756540600214303e-05,0.0,0.0008010407043823573,3
36034.428620229526,-63.96557137977048,-9.944492504666753,0.6396557137977047,-0.042080235739974714,-0.04214512764806947,0.0007257595626617018,0.0,0.0009215445702938274,3
48352.4383400746,-51.6475616599254,-9.618415738596713,0.516475616599254,-0.028653843836327953,-0.02868001027623888,0.000474334240699815,0.0,0.000638890663853152,3
28969.809175829647,-71.03019082417035,-14.985348877337486,0.7103019082417035,-0.030811378286790925,-0.030835951765484353,7.513245994829299e-05,0.0,0.000977103817217744,1
26075.102004459648,-73.92489799554035,-13.897243367751058,0.7392489799554035,-0.03616237531428085,-0.03617577296895239,0.00014957595469506887,0.0,0.0011055895478911128,0
47016.848554552846,-52.98315144544715,-11.464653378763202,0.5298315144544715,-0.027692192584626997,-0.02770994839817061,0.0004500670521490161,0.0,0.0006237744235933595,2
68269.20550718954,-31.730794492810453,-9.192799433499177,0.31730794492810455,-0.017189629933309303,-0.017207072193499356,3.60645207374552e-05,0.0,0.0005494778465716644,3
46437.65540129455,-53.56234459870546,-11.146509933926712,0.5356234459870545,-0.023982981482746735,-0.023996493390539275,0.0004843617820699184,0.0,0.00047625605919395105,2
31094.571101782585,-68.90542889821741,-11.417837560457714,0.6890542889821741,-0.039082735743734075,-0.03910933938264923,0.0003706797745376472,0.0,0.00105538924503908,2
21765.416817035453,-78.23458318296454,-14.862639922537369,0.7823458318296455,-0.034907010692927655,-0.03492881435077753,0.0005301211698535254,0.0,0.0008090776103889515,1
65012.72852073758,-34.98727147926242,-10.010303360008564,0.34987271479262416,-0.014808643171926504,-0.018597932470730383,0.0003523122825625602,0.0,0.00041587340884951813,3
16343.162195254738,-83.65683780474527,-14.957959939238686,0.8365683780474525,-0.0451638604451854,-0.045188137035040266,0.0005462531643547643,0.0,0.0011411778683154748,0
46976.9301633782,-53.023069836621794,-11.309898607292903,0.530230698366218,-0.024492870852223302,-0.02450836328560424,0.0001748776103286305,0.0,0.000699889592772741,2
42800.40996454878,-57.19959003545122,-9.785126474911705,0.5719959003545122,-0.035500570321234416,-0.035526131700912254,0.0007443579267645392,0.0,0.0006874048217516035,3
38363.22854680493,-61.636771453195074,-11.46207439589037,0.6163677145319507,-0.03246340903058721,-0.03250242739095138,7.963068185816652e-05,0.0,0.001029642897909941,2
43024.7713026148,-56.975228697385205,-14.66483807843693,0.569752286973852,-0.022053946070956953,-0.022066450196777,3.708958583023851e-05,0.0,0.0007104785421077498,1
12237.698727698902,-87.7623012723011,-15.646957544531794,0.8776230127230109,-0.050840133242502125,-0.05086204405082869,0.0010329567069768848,0.0,0.0010062436468300936,1
