final_balance,return_pct,sharpe,max_drawdown,var95,cvar95,slippage,spread,fee,fill_delay
43244.477784669114,-56.75552221533089,-11.822772244474375,0.5675552221533089,-0.03514188411629797,-0.03519402345576248,0.0004274769191922032,0.0,0.0008878011186578979,2
48171.5348544339,-51.82846514556609,-11.648203359969566,0.518284651455661,-0.02799983933623419,-0.028016964231093143,0.00047177085723107865,0.0,0.0006190589861804893,2
43492.54255833973,-56.50745744166027,-11.823351963619992,0.5650745744166027,-0.034675310804477597,-0.03471450560578633,0.00030261254739485894,0.0,0.0009553411804713855,2
21131.7746762425,-78.8682253237575,-15.345629851983327,0.788682253237575,-0.043330379483714807,-0.04334603999632016,0.0007027213878696582,0.0,0.0009751408352612976,1
34196.36759965476,-65.80363240034524,-15.070243963165526,0.6580363240034524,-0.03112105916302361,-0.031145172934026612,0.0005946575406518017,0.0,0.000640967874722335,1
56188.85187643409,-43.811148123565914,-9.627855812831106,0.4381114812356591,-0.028056565953386292,-0.02807333467131943,0.0004743509330952156,0.0,0.0006181357478625395,3
55822.88350356626,-44.17711649643373,-13.272946932757245,0.4417711649643374,-0.019460496831245323,-0.019468922485069394,2.8599149565971182e-05,0.0,0.0006292647933941383,1
36218.46308678785,-63.78153691321216,-14.219281414791991,0.6378153691321214,-0.031122059553716674,-0.031136869535613364,0.0004662416160255738,0.0,0.0007266615314108343,0
26434.085971921533,-73.56591402807847,-15.086326193256971,0.7356591402807846,-0.03804974474989755,-0.03808413073265089,0.0003996082800049977,0.0,0.0010025032707974063,0
42416.39153203525,-57.58360846796475,-13.828436227715084,0.5758360846796474,-0.028682870116910376,-0.02870083233079481,0.00017955668372238783,0.0,0.0008366067931409181,0
