entry_index,exit_index,direction,entry_price,exit_price,size,pnl,return_pct,exit_reason
1970-01-21 03:00:00+00:00,1970-01-21 03:05:00+00:00,-1,2664.157255,2777.398005,375.35321840451945,-44037.15892701684,-0.4403715892701684,stop_loss
1970-01-21 03:10:00+00:00,1970-01-21 03:20:00+00:00,-1,2703.2477,2811.815205,207.02076643950593,-23332.02750769128,-0.41691999656098844,stop_loss
1970-01-21 03:25:00+00:00,1970-01-21 03:35:00+00:00,-1,2295.1418550000003,2190.664785,142.17340638098324,14375.53912282306,0.4405510482923956,take_profit
1970-01-21 03:40:00+00:00,1970-01-21 03:45:00+00:00,-1,2181.798555,1889.70438,215.44772124076755,62273.127369423826,1.324781094644872,take_profit
1970-01-21 03:50:00+00:00,1970-01-21 03:55:00+00:00,-1,1924.7571400000002,2050.0144949999994,567.75723953173,-72808.299134288,-0.6662577374631756,stop_loss
1970-01-21 04:00:00+00:00,1970-01-21 04:10:00+00:00,-1,1999.369815,1835.9275049999999,182.41338170472864,29289.3573152444,0.8030822302376319,take_profit
1970-01-21 04:15:00+00:00,1970-01-21 04:25:00+00:00,-1,1861.2289200000002,1456.0576649999998,353.31784033580976,142275.19038375944,2.163534456907377,take_profit
1970-01-21 04:30:00+00:00,1970-01-21 04:35:00+00:00,-1,1650.87415,1579.5693899999999,1260.1549828753125,86801.90397385726,0.4172451748971913,take_profit
1970-01-21 04:40:00+00:00,1970-01-21 04:45:00+00:00,-1,1619.959615,1796.6979,1820.030757964987,-326332.93113503087,-1.1068225187592093,stop_loss
1970-01-21 04:50:00+00:00,1970-01-21 05:10:00+00:00,-1,1807.83563,2462.460615,-174.2154984461669,113487.8542154629,113487.8542154629,stop_loss
1970-01-21 05:15:00+00:00,1970-01-21 05:20:00+00:00,1,2671.2449549999997,2451.3037350000004,306.9451025937226,-68689.13626238333,-0.8377484479610343,stop_loss
1970-01-21 05:25:00+00:00,1970-01-21 05:55:00+00:00,1,2546.25249,2814.9918000000002,52.24705509923942,13830.755617536519,1.039639147422102,take_profit
1970-01-21 06:00:00+00:00,1970-01-21 06:10:00+00:00,1,2540.32953,2443.91743,106.81360316154367,-10697.412822004495,-0.3942413141180154,stop_loss
1970-01-21 06:20:00+00:00,1970-01-21 06:30:00+00:00,-1,2423.02788,2526.1924649999996,67.83562973155958,-7250.034698557465,-0.4410865477071999,stop_loss
1970-01-21 06:45:00+00:00,1970-01-21 06:50:00+00:00,1,3057.057765,3586.206,30.050879693256668,15751.64300975467,1.7146087103010632,take_profit
1970-01-21 06:55:00+00:00,1970-01-21 07:10:00+00:00,1,3719.969055,3515.1015700000003,67.03918810122947,-14097.924808157082,-0.5653105841998726,stop_loss
1970-01-21 07:15:00+00:00,1970-01-21 07:20:00+00:00,1,3636.6774299999997,4019.2693600000002,29.808653424432805,11233.390145980615,1.0362479960382422,take_profit
1970-01-21 07:25:00+00:00,1970-01-21 07:40:00+00:00,1,4293.085469999999,4849.1242250000005,51.41718238074891,28237.396079161485,1.2792247011302842,take_profit
1970-01-21 07:45:00+00:00,1970-01-21 07:50:00+00:00,1,4440.769275,4330.45369,113.29395611951671,-13243.383958572149,-0.26322917266119256,stop_loss
1970-01-21 07:55:00+00:00,1970-01-21 08:10:00+00:00,1,4379.718765,4610.743475,84.63522424208132,18982.145795520086,0.5120919295373995,take_profit
1970-01-21 08:15:00+00:00,1970-01-21 08:25:00+00:00,1,4523.590665,4185.915995,123.90598072565159,-42649.281125818605,-0.7609150020098014,stop_loss
1970-01-21 08:30:00+00:00,1970-01-21 08:35:00+00:00,-1,3956.011005,4206.3721350000005,33.874305789511155,-8688.180772269212,-0.6483372190593811,stop_loss
