entry_index,exit_index,direction,entry_price,exit_price,size,pnl,return_pct,exit_reason
11,13,-1,971.9308796542872,997.3982401161945,1028.8797495102706,-27722.503591324537,-0.2772250359132454,stop_loss
14,15,-1,1006.2645773152319,990.6036118057782,718.2752731047705,10173.158495465917,0.14075139567569242,signal_flip
16,48,1,998.4354281465961,1120.5944731163818,825.7985702409941,99566.34578098364,1.207587082197725,take_profit
49,54,1,1123.7944999549918,1096.0086316981226,1619.6644554891025,-47700.28535344546,-0.26206500037852604,stop_loss
55,57,1,1083.7177677359894,1110.4812593764877,1239.4067840401158,31131.224234031557,0.2317747583177314,signal_flip
59,66,-1,1113.872222215628,1116.3716407864583,1485.340385242887,-6196.990801873217,-0.03745583546183693,signal_flip
67,71,1,1106.6492809226377,1069.8203577490597,1439.037204551987,-55347.20623883538,-0.3475471051724334,stop_loss
73,78,-1,1061.884238502999,1091.2683943459845,978.4846479262352,-30332.06548154667,-0.2919246674319533,stop_loss
79,83,-1,1083.995501789459,1066.790816218931,678.7083241766575,10582.145878391211,0.14383450675102538,signal_flip
85,90,-1,1051.773262550449,1079.7101826465123,800.1137309554925,-23631.785248321416,-0.280816538427114,stop_loss
96,124,-1,977.7704845286804,950.6938580018284,618.9800022722039,15864.629701773425,0.262129801170147,signal_flip
125,129,1,957.9825052168001,934.483306523435,797.3701707424406,-19869.306915012716,-0.26011485508841287,stop_loss
131,134,1,903.8503858048084,885.370572440138,625.2955284182575,-12394.438561339488,-0.21930320985264018,stop_loss
135,137,-1,868.0025927226967,890.0053821378765,508.32707492894485,-11854.845872367867,-0.2686777158484334,stop_loss
138,139,-1,925.8036098930279,982.8331568512377,348.5412638465238,-20376.079376587877,-0.6314624819838727,stop_loss
140,141,1,991.5085446980348,971.5928162700786,119.93841821719093,-2565.2494193181064,-0.2157122554621659,stop_loss
142,146,1,932.4316748153893,904.4637294589129,100.02606606558712,-2935.326615743278,-0.3147213646028515,stop_loss
147,150,1,903.274402764556,923.1707993433181,70.75834979235765,1310.9090023620215,0.20510448010570057,signal_flip
151,158,-1,904.698003635056,911.8164321813655,85.13702457995902,-722.0313017467965,-0.09374193752054356,signal_flip
160,162,-1,873.4382886025868,900.0968351043355,79.91747564344516,-2236.7860782818816,-0.32044276292613594,stop_loss
163,174,1,885.8739027398667,853.0545394129697,53.5461336268306,-1827.1846852977906,-0.3851965788017111,stop_loss
175,176,-1,856.4322744164805,885.2384709085416,34.05205103873855,-1025.390669013959,-0.35160339527806306,stop_loss
177,180,-1,887.631695425065,916.462079185506,21.303169914925256,-643.0032511284174,-0.3400447983884219,stop_loss
181,203,1,920.952389685827,1029.7217072047322,13.550468469370454,1454.0507965919178,1.165166768098008,take_profit
208,217,-1,933.3330776274418,964.2118848098482,28.949841092992795,-935.1367799188588,-0.3460925866502764,stop_loss
219,236,1,948.898750471344,930.0167291154743,18.619980768425865,-377.82190208685364,-0.2138395477439571,stop_loss
