entry_index,exit_index,direction,entry_price,exit_price,size,pnl,return_pct,exit_reason
11,13,-1,971.9308796542872,997.3982401161945,1028.8797495102706,-27722.503591324537,-0.2772250359132454,stop_loss
14,15,-1,1006.2645773152319,990.6036118057782,718.2752731047705,10173.158495465917,0.14075139567569242,signal_flip
16,17,1,998.4354281465961,978.9806035369555,825.7985702409941,-17290.476845732424,-0.2097069679535553,stop_loss
18,21,1,997.8279193242058,980.2096520574514,653.0201931264832,-12473.858150746273,-0.1914337640324559,stop_loss
22,24,1,1005.979835588721,994.3210676090863,523.7313715819117,-6891.777796635609,-0.13080772786397005,stop_loss
25,26,-1,987.8367873725892,999.9083981426309,463.5840930041659,-6287.322016641916,-0.13729413434025717,stop_loss
27,41,1,1007.747130152852,1079.8693329775056,392.03505435329635,27660.6175792484,0.7001408226943199,signal_flip
42,57,1,1067.1908814457117,1110.4812593764877,629.3891640326053,26218.542340319767,0.3903437009199976,signal_flip
58,59,1,1093.0553694401688,1113.872222215628,854.3609283195153,16370.971132476261,0.17530362703887,signal_flip
60,63,-1,1077.5447114851574,1089.225447612513,1018.5874421410628,-13553.134789835063,-0.12348270660935995,stop_loss
64,65,-1,1104.2776122750975,1123.6230398536875,871.195931957626,-18309.36129715376,-0.19031765956377128,stop_loss
66,68,1,1116.3716407864583,1125.2399498498908,697.7502134017453,5014.80081722486,0.0643791019753245,signal_flip
69,70,1,1122.625586286292,1093.7984870285604,738.5334602156665,-22517.454867920856,-0.27159025845454315,stop_loss
71,72,1,1070.8907132845763,1050.8524571142689,563.9436429840091,-12197.85486347337,-0.2019773192519862,stop_loss
73,75,-1,1061.884238502999,1081.8831016765612,453.85687439163655,-9806.34418966647,-0.20347499186123136,stop_loss
76,78,-1,1072.141534582055,1091.2683943459845,358.04976038512916,-7429.323860395495,-0.19353244456399105,stop_loss
79,80,-1,1083.995501789459,1095.5858666274617,285.5978465233748,-3777.046047010556,-0.12200282051432344,stop_loss
82,84,1,1074.42932746234,1041.058632792824,252.98669119911608,-8843.734351959243,-0.3253570034454662,stop_loss
85,89,-1,1051.773262550449,1064.904318714914,174.3521949946894,-2566.2140016652706,-0.13994046886800415,stop_loss
90,94,-1,1078.6310120491644,1033.4636490901325,146.2194533477358,6372.72512595056,0.4040611801099486,signal_flip
95,109,-1,1003.479717571549,918.2409461830767,220.67619736366046,18492.10943160404,0.8350690046177388,take_profit
110,124,-1,925.7908059083195,950.6938580018284,438.93845124395403,-11548.65307129212,-0.28419396070398023,stop_loss
125,129,1,957.9825052168001,934.483306523435,303.6367054976022,-7566.185836344671,-0.2601148550884128,stop_loss
130,131,1,928.6181001059991,902.9469871183469,231.76028274740233,-6267.907436322834,-0.29123691213840663,stop_loss
133,134,1,912.2576026726273,885.370572440138,167.20904121248887,-4721.189308938615,-0.3095096306252042,stop_loss
135,137,-1,868.0025927226967,890.0053821378765,121.34275505091284,-2829.870234746273,-0.2686777158484335,stop_loss
138,139,-1,925.8036098930279,982.8331568512377,83.20028440345445,-4863.9738676852285,-0.6314624819838726,stop_loss
140,141,1,991.5085446980348,971.5928162700786,28.630499575409967,-612.3506838118433,-0.21571225546216588,stop_loss
142,144,1,932.4316748153893,922.3191239723085,23.877222032683516,-274.6743442755053,-0.12337219179570658,stop_loss
145,146,1,916.0620842979166,904.4637294589129,21.305471563182504,-276.19878991837084,-0.14151605465973358,stop_loss
147,149,1,903.274402764556,925.6414551159951,18.54934307521009,389.45023687038844,0.23243618322151435,signal_flip
150,158,-1,923.1707993433181,911.8164321813655,22.368178425192724,223.1925192316842,0.10808538079201453,signal_flip
159,162,-1,890.016332694672,900.0968351043355,25.70916230231216,-293.67800501672576,-0.12834694000420716,stop_loss
163,166,1,885.8739027398667,901.8221423588376,22.51425878683484,328.8763054322978,0.16489330524319873,signal_flip
168,170,-1,906.8559167666406,896.1184260935983,25.61989939476829,240.44941483903614,0.10349229400586496,signal_flip
171,173,1,904.6010522370718,874.7011063726789,28.341832499640965,-885.2407702461337,-0.3452839503790957,stop_loss
174,176,-1,853.0545394129697,885.2384709085416,19.677105065980633,-658.9400321243579,-0.39256166758525846,stop_loss
177,180,-1,887.631695425065,916.462079185506,11.48702049549325,-346.71795577267915,-0.34004479838842194,stop_loss
181,193,1,920.952389685827,1013.2158598365584,7.306636038336248,663.5363984481697,0.9860753387541495,take_profit
194,195,1,992.5165203994991,974.4265237662786,13.465194412252922,-263.44927444895535,-0.1971272368188855,stop_loss
196,199,1,988.526700304687,977.943850031455,10.854471767687489,-130.87999881541995,-0.1219765048558389,stop_loss
200,201,1,986.0467294097903,1013.690979270572,9.554451012222744,249.79583408332402,0.2651440930686983,signal_flip
202,204,1,1017.0535827744252,988.8477886847055,11.719238508778844,-348.18115571484185,-0.2921205000553402,stop_loss
205,206,-1,988.3788221388752,973.3088402539394,8.536485977446016,116.08524962451135,0.1375860736140954,signal_flip
207,217,-1,949.3952290357521,964.2118848098482,10.109735290735054,-164.30201379863803,-0.1711811963283875,stop_loss
218,219,1,961.717698016128,947.9503259331419,8.271776978069552,-125.727892441756,-0.15804661942171233,stop_loss
220,221,1,945.1323076825265,949.2525273372131,7.086664306140851,19.12996151600578,0.028561408878729575,signal_flip
222,223,1,954.0406959983832,933.1057768863564,7.221007482689214,-161.39153165866253,-0.23426966019831347,stop_loss
224,227,1,936.199283001764,1027.392484050074,5.634718786681432,505.54982760014434,0.9583483864177675,take_profit
228,230,1,1011.5250642343161,976.7179575456547,10.213012340756094,-370.7148730457087,-0.3588471530606386,stop_loss
231,236,1,966.6957257994629,930.0167291154743,6.851762200639042,-261.0626300647688,-0.3941419208579274,stop_loss
237,242,-1,927.4596188175918,853.6618410415259,4.326811487513012,313.5291400395337,0.781294788592009,take_profit
243,244,-1,828.5641307318253,865.9084456601354,8.627255354375635,-333.14292662639286,-0.4660492522950196,stop_loss
245,247,-1,843.4753940569581,857.7676764026276,4.525093552139903,-70.4476277243215,-0.18457224429077884,stop_loss
