metric,value
net_profit,-95109.39380749014
return_pct,-95.10939380749014
sharpe_ratio,0.15026099092721668
sortino_ratio,0.1480268366722815
drawdown,-1.1134414323937454
equity_stability,0.6011088071468125
win_rate,0.5
profit_factor,0.8491871137994887
recovery_factor,-85419.30544385983
trade_count,22.0
