metric,value
net_profit,-101000.29943378056
sharpe_ratio,-1.036548563354901
sortino_ratio,-0.8570159894388579
drawdown,-1.0589452765051837
win_rate,0.5294117647058824
profit_factor,0.6501941111615358
recovery_factor,-95378.20478043008
trade_count,17.0
