entry_index,exit_index,direction,entry_price,exit_price,size,pnl,return_pct,exit_reason
1970-01-21 03:00:00+00:00,1970-01-21 03:25:00+00:00,-1,2664.157255,2297.4381449999996,375.35321840451945,136252.43508758288,1.362524350875829,take_profit
1970-01-21 03:30:00+00:00,1970-01-21 03:45:00+00:00,-1,2220.4892,1889.70438,1063.9657021866303,348663.8745351274,1.4758107124096802,take_profit
1970-01-21 03:50:00+00:00,1970-01-21 04:10:00+00:00,-1,1924.7571400000002,1835.9275049999999,3038.9096757563416,261373.95157903587,0.4468570071975432,take_profit
1970-01-21 04:15:00+00:00,1970-01-21 04:25:00+00:00,-1,1861.2289200000002,1456.0576649999998,4546.943431341838,1830978.1406551227,2.1635344569073776,take_profit
1970-01-21 04:30:00+00:00,1970-01-21 04:35:00+00:00,-1,1650.87415,1579.5693899999999,16217.277385177234,1117077.3225794933,0.4172451748971914,take_profit
1970-01-21 04:40:00+00:00,1970-01-21 04:45:00+00:00,-1,1619.959615,1796.6979,23422.47108694967,-4199667.2917638915,-1.1068225187592093,stop_loss
1970-01-21 04:50:00+00:00,1970-01-21 05:10:00+00:00,-1,1807.83563,2462.460615,-2242.026656635422,1460506.077959798,1460506.077959798,stop_loss
1970-01-21 05:15:00+00:00,1970-01-21 05:55:00+00:00,1,2671.2449549999997,2814.9918000000002,3950.160050493269,551569.4095605888,0.5227231863269933,take_profit
1970-01-21 06:00:00+00:00,1970-01-21 06:10:00+00:00,1,2540.32953,2443.91743,6324.982256112489,-633448.7769611051,-0.3942413141180154,signal_flip
1970-01-21 06:25:00+00:00,1970-01-21 06:40:00+00:00,-1,2401.668565,2954.286405,4052.6205714473876,-2255829.666501197,-2.317700345249346,stop_loss
1970-01-21 06:45:00+00:00,1970-01-21 06:50:00+00:00,1,3057.057765,3586.206,-4195.290445450396,-2240833.3502723747,-2240833.3502723747,take_profit
1970-01-21 06:55:00+00:00,1970-01-21 07:20:00+00:00,1,3719.969055,4019.2693600000002,-9471.470922066093,-2889790.6144779716,-2889790.6144779716,take_profit
1970-01-21 07:25:00+00:00,1970-01-21 07:40:00+00:00,1,4293.085469999999,4849.1242250000005,-14938.320079660078,-8408711.839880172,-8408711.839880172,take_profit
1970-01-21 07:45:00+00:00,1970-01-21 08:30:00+00:00,1,4440.769275,3956.011005,-33376.78543972534,15969479.617579881,15969479.617579881,stop_loss
