metric,value
net_profit,-98043.69505772696
return_pct,-98.04369505772696
sharpe_ratio,-0.5247317568308468
sortino_ratio,-0.5489794038943865
drawdown,-0.9949993874356661
equity_stability,0.8747871087979308
win_rate,0.2692307692307692
profit_factor,0.6329982044405577
recovery_factor,-98536.43760566255
trade_count,26.0
