final_balance,return_pct,sharpe,max_drawdown,var95,cvar95,slippage,spread,fee,fill_delay
33261.340581023105,-66.7386594189769,-10.934245730448998,0.667386594189769,-0.026748825554893087,-0.030514985156976274,0.0005761792699386078,0.0,0.0009188515190564529,0
46666.90953514029,-53.33309046485971,-10.429112860990431,0.5333309046485971,-0.020975269241601646,-0.023033552440020866,0.0004753786288726441,0.0,0.0007320634025460602,2
19881.500960739613,-80.11849903926039,-12.943601419679851,0.8011849903926038,-0.032310105127055365,-0.035333255484435486,0.0007765721775149722,0.0,0.0010955450981990982,1
12333.51290630501,-87.66648709369498,-13.380267766448984,0.8766648709369499,-0.037727000559479903,-0.04812728299902182,0.0012035209658161957,0.0,0.0011040048530569296,0
41889.2677674728,-58.110732232527205,-11.917569826731334,0.5811073223252721,-0.018421326312318097,-0.022492934463707273,0.0005958484660883738,0.0,0.0005118293815548579,0
32264.731649847974,-67.73526835015203,-8.858778084278864,0.6773526835015202,-0.03362100514718216,-0.04343382098236451,0.0005871939735115738,0.0,0.0012173206190370944,3
39150.15699093919,-60.84984300906081,-12.492353525610216,0.6084984300906081,-0.019344062426335996,-0.02371488444870551,0.00029344263340901186,0.0,0.0007096740092738051,0
37540.71342108167,-62.459286578918324,-10.119394638221042,0.6245928657891833,-0.0246188865819398,-0.031282164321194475,0.0009027342487529736,0.0,0.0006588144152739003,2
43723.323923118194,-56.276676076881806,-11.170612940522899,0.562766760768818,-0.020931640185354584,-0.022313599067473572,0.0004122619044455055,0.0,0.0007283597391922503,0
49015.22117028061,-50.98477882971939,-8.988725852662448,0.5098477882971939,-0.02088696744653167,-0.027787617308828172,0.0005632212037424747,0.0,0.0006086851311617909,3
